id,site_id,title,seller_id,category_id,official_store_id,price,base_price,original_price,currency_id,initial_quantity,buying_mode,listing_type_id,condition,permalink,accepts_mercadopago,international_delivery_mode,status,domain_id,parent_item_id,date_created,last_updated,health,WARRANTY_TIME,INVOICE,WARRANTY_TYPE,PURCHASE_MAX_QUANTITY,MANUFACTURING_TIME,AUDIO_AND_VIDEO_INTERFACES,AUDIO_QUALITY,BRAND,COLOR,COMPATIBLE_APPLICATIONS,CPU,GENERATION,GRAPHICS_PROCESSOR,INCLUDES_CELL_BATTERIES,INCLUDES_HDMI_CABLE,INTEGRATED_VOICE_ASSISTANTS,ITEM_CONDITION,LANGUAGE_OPTIONS,MAIN_COLOR,MANUFACTURER,MODEL,OPERATING_SYSTEM,PORTS_AND_CONNECTORS_TYPES,RAM_MEMORY,STORAGE_CAPACITY,STREAMING_TECHNOLOGIES,WITH_BLUETOOTH,WITH_INTEGRATED_VOICE_ASSISTANTS,WITH_WI_FI,DEPTH,DIAMETER,FUNCTIONS,IS_MOISTURE_RESISTANT,LANGUAGES,OPERATIVE_SYSTEMS_COMPATIBILITY,POWER,POWER_SUPPLY_TYPES,SMART_SPEAKER_RADIO_FREQUENCIES,VIRTUAL_ASSISTANTS,VOLTAGE,WIRELESS_STANDARDS,WITH_360_SOUND,WITH_CAMERA,WITH_DIGITAL_DISPLAY,WITH_MULTI_ROOM_AUDIO_SYSTEM,WITH_RECYCLABLE_MATERIALS,WITH_TOUCHSCREEN,SMART_SPEAKER_FREQUENCIES,SMART_SPEAKER_RADIO_FREQUENCY,ELECTRICAL_SAFETY_CERTIFICATE_NUMBER,OCP_CERTIFICATION_AGENCY,DISPLAY_SIZE,173859744364,173859744365,173859692534,181601631654,80423124830,80643618343,shipping_mode,free_shipping,logistic_type,seller_city,seller_state,seller_country
MLA1398845395,MLA,Google Home Mini Con Asistente Virtual Chalk 110v/220v Ref,309453406,MLA409415,,55990.0,55990.0,,ARS,999,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1398845395-google-home-mini-con-asistente-virtual-chalk-110v220v-ref-_JM,True,none,active,MLA-SMART_SPEAKERS,,2023-12-12T20:12:54.000Z,2024-11-12T08:06:22.760Z,0.8,30 días,Factura A,Garantía de fábrica,1,7 días,HDMI,"Dolby Digital Plus,Vorbis,Dolby Atmos,Dolby Digital",Amazon,Negro,"Amazon Music,Amazon Prime Video,Apple Music,Apple TV,CBS All Access,Disney+,Hulu,iHeartRadio,IMDb TV,Netflix,Pandora,Pluto TV,Showtime,Sling TV,Spotify,Starz,Tubi,YouTube",Cortex-A53 Quad-Core,2ª generación,PowerVR GE8300,Sí,Sí,Alexa,Nuevo,Español,Negro,Amazon,Fire TV Stick 4K,Fire OS 6.2.7.7,Micro-USB,1.5 GB,8 GB,Miracast,Sí,Sí,Sí,98 mm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",No,"Inglés Australia,Inglés Canadá,Inglés India,Inglés Estados Unidos,Inglés Reino Unido,Inglés Singapur,Alemán,Francés,Danés,Hindi,Italiano,Japonés,Coreano,Español México,Español España,Neerlandés,Noruego,Sueco","Android 6.0,iOS 12.0",9 W,Corriente eléctrica,"2.4 GHz,5 GHz",Google Assistant,110V/220V,IEEE 802.11b/g/n/ac,,No,No,Sí,No,No,50 Hz x 60 Hz,"2.4 GHz,5 GHz",,,"7 """,,,,,,,me2,True,cross_docking,Paternal,Capital Federal,Argentina
MLA1398755255,MLA,Google Home Mini Google Assistant Chalk 110v/220v Ref,119914491,MLA409415,,55990.0,55990.0,,ARS,999,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1398755255-google-home-mini-google-assistant-chalk-110v220v-ref-_JM,True,none,active,MLA-SMART_SPEAKERS,,2023-12-12T20:12:52.000Z,2024-11-12T08:09:34.987Z,0.8,30 días,Factura A,Garantía de fábrica,1,7 días,HDMI,"Dolby Digital Plus,Vorbis,Dolby Atmos,Dolby Digital",Amazon,Negro,"Amazon Music,Amazon Prime Video,Apple Music,Apple TV,CBS All Access,Disney+,Hulu,iHeartRadio,IMDb TV,Netflix,Pandora,Pluto TV,Showtime,Sling TV,Spotify,Starz,Tubi,YouTube",Cortex-A53 Quad-Core,2ª generación,PowerVR GE8300,Sí,Sí,Alexa,Nuevo,Español,Negro,Amazon,Fire TV Stick 4K,Fire OS 6.2.7.7,Micro-USB,1.5 GB,8 GB,Miracast,Sí,Sí,Sí,98 mm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",No,"Inglés Australia,Inglés Canadá,Inglés India,Inglés Estados Unidos,Inglés Reino Unido,Inglés Singapur,Alemán,Francés,Danés,Hindi,Italiano,Japonés,Coreano,Español México,Español España,Neerlandés,Noruego,Sueco","Android 6.0,iOS 12.0",9 W,Corriente eléctrica,"2.4 GHz,5 GHz",Google Assistant,110V/220V,IEEE 802.11b/g/n/ac,,No,No,Sí,No,No,50 Hz x 60 Hz,"2.4 GHz,5 GHz",,,"7 """,,,,,,,me2,True,cross_docking,Paternal,Capital Federal,Argentina
MLA1597677286,MLA,Speaker Google Home Mini Con Asistente Virtual  Refabricado,309453406,MLA409415,,89990.0,89990.0,,ARS,999,buy_it_now,gold_pro,new,https://articulo.mercadolibre.com.ar/MLA-1597677286-speaker-google-home-mini-con-asistente-virtual-refabricado-_JM,True,none,active,MLA-SMART_SPEAKERS,,2023-12-13T16:12:42.000Z,2024-11-12T05:58:40.817Z,0.9,30 días,Factura A,Garantía de fábrica,1,7 días,HDMI,"Dolby Digital Plus,Vorbis,Dolby Atmos,Dolby Digital",Amazon,Negro,"Amazon Music,Amazon Prime Video,Apple Music,Apple TV,CBS All Access,Disney+,Hulu,iHeartRadio,IMDb TV,Netflix,Pandora,Pluto TV,Showtime,Sling TV,Spotify,Starz,Tubi,YouTube",Cortex-A53 Quad-Core,2ª generación,PowerVR GE8300,Sí,Sí,Alexa,Nuevo,Español,Negro,Amazon,Fire TV Stick 4K,Fire OS 6.2.7.7,Micro-USB,1.5 GB,8 GB,Miracast,Sí,Sí,Sí,98 mm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",No,"Inglés Australia,Inglés Canadá,Inglés India,Inglés Estados Unidos,Inglés Reino Unido,Inglés Singapur,Alemán,Francés,Danés,Hindi,Italiano,Japonés,Coreano,Español México,Español España,Neerlandés,Noruego,Sueco","Android 6.0,iOS 12.0",9 W,Corriente eléctrica,"2.4 GHz,5 GHz",Google Assistant,110V/220V,IEEE 802.11b/g/n/ac,,No,No,Sí,No,No,50 Hz x 60 Hz,"2.4 GHz,5 GHz",,,"7 """,,,,,,,me2,True,cross_docking,Paternal,Capital Federal,Argentina
MLA930506223,MLA,Soporte Montaje Embutido Pared Google Home Hub Mountgenie,86543122,MLA409415,,19900.0,19900.0,,ARS,50,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-930506223-soporte-montaje-embutido-pared-google-home-hub-mountgenie-_JM,True,none,active,MLA-SMART_SPEAKERS,,2021-07-22T21:07:44.000Z,2024-09-26T13:15:51.557Z,0.8,30 días,Factura A,Garantía de fábrica,1,7 días,HDMI,"Dolby Digital Plus,Vorbis,Dolby Atmos,Dolby Digital",Amazon,Negro,"Amazon Music,Amazon Prime Video,Apple Music,Apple TV,CBS All Access,Disney+,Hulu,iHeartRadio,IMDb TV,Netflix,Pandora,Pluto TV,Showtime,Sling TV,Spotify,Starz,Tubi,YouTube",Cortex-A53 Quad-Core,2ª generación,PowerVR GE8300,Sí,Sí,Alexa,Nuevo,Español,Negro,Amazon,Fire TV Stick 4K,Fire OS 6.2.7.7,Micro-USB,1.5 GB,8 GB,Miracast,Sí,Sí,Sí,98 mm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",No,"Inglés Australia,Inglés Canadá,Inglés India,Inglés Estados Unidos,Inglés Reino Unido,Inglés Singapur,Alemán,Francés,Danés,Hindi,Italiano,Japonés,Coreano,Español México,Español España,Neerlandés,Noruego,Sueco","Android 6.0,iOS 12.0",9 W,Corriente eléctrica,"2.4 GHz,5 GHz",Google Assistant,110V/220V,IEEE 802.11b/g/n/ac,,No,No,Sí,No,No,50 Hz x 60 Hz,"2.4 GHz,5 GHz",,,"7 """,,,,,,,me2,False,xd_drop_off,Caballito,Capital Federal,Argentina
MLA1110377590,MLA,Soporte De Pared Google Mini Home / Nest Mini 2da Generacion,738783679,MLA409415,,10900.0,10900.0,,ARS,38972,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1110377590-soporte-de-pared-google-mini-home-nest-mini-2da-generacion-_JM,True,none,active,MLA-SMART_SPEAKERS,,2021-10-29T17:34:14.000Z,2024-11-14T14:44:20.310Z,0.77,30 días,Factura A,Garantía de fábrica,1,7 días,HDMI,"Dolby Digital Plus,Vorbis,Dolby Atmos,Dolby Digital",Amazon,Negro,"Amazon Music,Amazon Prime Video,Apple Music,Apple TV,CBS All Access,Disney+,Hulu,iHeartRadio,IMDb TV,Netflix,Pandora,Pluto TV,Showtime,Sling TV,Spotify,Starz,Tubi,YouTube",Cortex-A53 Quad-Core,2ª generación,PowerVR GE8300,Sí,Sí,Alexa,Nuevo,Español,Negro,Amazon,Fire TV Stick 4K,Fire OS 6.2.7.7,Micro-USB,1.5 GB,8 GB,Miracast,Sí,Sí,Sí,98 mm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",No,"Inglés Australia,Inglés Canadá,Inglés India,Inglés Estados Unidos,Inglés Reino Unido,Inglés Singapur,Alemán,Francés,Danés,Hindi,Italiano,Japonés,Coreano,Español México,Español España,Neerlandés,Noruego,Sueco","Android 6.0,iOS 12.0",9 W,Corriente eléctrica,"2.4 GHz,5 GHz",Google Assistant,110V/220V,IEEE 802.11b/g/n/ac,,No,No,Sí,No,No,50 Hz x 60 Hz,"2.4 GHz,5 GHz",,,"7 """,,,,,,,me2,False,xd_drop_off,Munro,Buenos Aires,Argentina
MLA1110314122,MLA,Soporte Pared 45º Google Home Hub Base 138x60mm Nextsale,738783679,MLA409415,,10900.0,10900.0,,ARS,25998,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1110314122-soporte-pared-45-google-home-hub-base-138x60mm-nextsale-_JM,True,none,active,MLA-SMART_SPEAKERS,,2021-10-29T17:38:53.000Z,2024-08-23T19:28:21.224Z,0.77,30 días,Factura A,Garantía de fábrica,1,7 días,HDMI,"Dolby Digital Plus,Vorbis,Dolby Atmos,Dolby Digital",Amazon,Negro,"Amazon Music,Amazon Prime Video,Apple Music,Apple TV,CBS All Access,Disney+,Hulu,iHeartRadio,IMDb TV,Netflix,Pandora,Pluto TV,Showtime,Sling TV,Spotify,Starz,Tubi,YouTube",Cortex-A53 Quad-Core,2ª generación,PowerVR GE8300,Sí,Sí,Alexa,Nuevo,Español,Negro,Amazon,Fire TV Stick 4K,Fire OS 6.2.7.7,Micro-USB,1.5 GB,8 GB,Miracast,Sí,Sí,Sí,98 mm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",No,"Inglés Australia,Inglés Canadá,Inglés India,Inglés Estados Unidos,Inglés Reino Unido,Inglés Singapur,Alemán,Francés,Danés,Hindi,Italiano,Japonés,Coreano,Español México,Español España,Neerlandés,Noruego,Sueco","Android 6.0,iOS 12.0",9 W,Corriente eléctrica,"2.4 GHz,5 GHz",Google Assistant,110V/220V,IEEE 802.11b/g/n/ac,,No,No,Sí,No,No,50 Hz x 60 Hz,"2.4 GHz,5 GHz",,,"7 """,,,,,,,me2,False,xd_drop_off,Munro,Buenos Aires,Argentina
MLA1400539531,MLA,Google Home Mini Asistente Virtual Google Assistant Ref,284824585,MLA409415,,64990.0,64990.0,,ARS,3,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1400539531-google-home-mini-asistente-virtual-google-assistant-ref-_JM,True,none,active,MLA-SMART_SPEAKERS,,2023-12-28T18:36:01.000Z,2024-11-12T08:26:15.227Z,0.8,30 días,Factura A,Garantía de fábrica,1,7 días,HDMI,"Dolby Digital Plus,Vorbis,Dolby Atmos,Dolby Digital",Amazon,Negro,"Amazon Music,Amazon Prime Video,Apple Music,Apple TV,CBS All Access,Disney+,Hulu,iHeartRadio,IMDb TV,Netflix,Pandora,Pluto TV,Showtime,Sling TV,Spotify,Starz,Tubi,YouTube",Cortex-A53 Quad-Core,2ª generación,PowerVR GE8300,Sí,Sí,Alexa,Nuevo,Español,Negro,Amazon,Fire TV Stick 4K,Fire OS 6.2.7.7,Micro-USB,1.5 GB,8 GB,Miracast,Sí,Sí,Sí,98 mm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",No,"Inglés Australia,Inglés Canadá,Inglés India,Inglés Estados Unidos,Inglés Reino Unido,Inglés Singapur,Alemán,Francés,Danés,Hindi,Italiano,Japonés,Coreano,Español México,Español España,Neerlandés,Noruego,Sueco","Android 6.0,iOS 12.0",9 W,Corriente eléctrica,"2.4 GHz,5 GHz",Google Assistant,110V/220V,IEEE 802.11b/g/n/ac,,No,No,Sí,No,No,50 Hz x 60 Hz,"2.4 GHz,5 GHz",,,"7 """,,,,,,,me2,True,cross_docking,Paternal,Capital Federal,Argentina
MLA1597457958,MLA,Google Home Mini Con Asistente Virtual  Charcoal Refabricado,309453406,MLA409415,,69990.0,69990.0,,ARS,999,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1597457958-google-home-mini-con-asistente-virtual-charcoal-refabricado-_JM,True,none,active,MLA-SMART_SPEAKERS,,2023-12-13T16:08:39.257Z,2024-11-12T08:06:23.722Z,0.8,30 días,Factura A,Garantía de fábrica,1,7 días,HDMI,"Dolby Digital Plus,Vorbis,Dolby Atmos,Dolby Digital",Amazon,Negro,"Amazon Music,Amazon Prime Video,Apple Music,Apple TV,CBS All Access,Disney+,Hulu,iHeartRadio,IMDb TV,Netflix,Pandora,Pluto TV,Showtime,Sling TV,Spotify,Starz,Tubi,YouTube",Cortex-A53 Quad-Core,2ª generación,PowerVR GE8300,Sí,Sí,Alexa,Nuevo,Español,Negro,Amazon,Fire TV Stick 4K,Fire OS 6.2.7.7,Micro-USB,1.5 GB,8 GB,Miracast,Sí,Sí,Sí,98 mm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",No,"Inglés Australia,Inglés Canadá,Inglés India,Inglés Estados Unidos,Inglés Reino Unido,Inglés Singapur,Alemán,Francés,Danés,Hindi,Italiano,Japonés,Coreano,Español México,Español España,Neerlandés,Noruego,Sueco","Android 6.0,iOS 12.0",9 W,Corriente eléctrica,"2.4 GHz,5 GHz",Google Assistant,110V/220V,IEEE 802.11b/g/n/ac,,No,No,Sí,No,No,50 Hz x 60 Hz,"2.4 GHz,5 GHz",,,"7 """,,,,,,,me2,True,cross_docking,Paternal,Capital Federal,Argentina
MLA1448891827,MLA,Google Home Mini Asistente Virtual Google Assistant Outlet,82274172,MLA409415,,41990.0,41990.0,,ARS,2,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1448891827-google-home-mini-asistente-virtual-google-assistant-outlet-_JM,True,none,active,MLA-SMART_SPEAKERS,,2024-09-09T15:46:00.477Z,2024-11-06T19:26:15.025Z,0.8,30 días,Factura A,Garantía de fábrica,1,7 días,HDMI,"Dolby Digital Plus,Vorbis,Dolby Atmos,Dolby Digital",Amazon,Negro,"Amazon Music,Amazon Prime Video,Apple Music,Apple TV,CBS All Access,Disney+,Hulu,iHeartRadio,IMDb TV,Netflix,Pandora,Pluto TV,Showtime,Sling TV,Spotify,Starz,Tubi,YouTube",Cortex-A53 Quad-Core,2ª generación,PowerVR GE8300,Sí,Sí,Alexa,Nuevo,Español,Negro,Amazon,Fire TV Stick 4K,Fire OS 6.2.7.7,Micro-USB,1.5 GB,8 GB,Miracast,Sí,Sí,Sí,98 mm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",No,"Inglés Australia,Inglés Canadá,Inglés India,Inglés Estados Unidos,Inglés Reino Unido,Inglés Singapur,Alemán,Francés,Danés,Hindi,Italiano,Japonés,Coreano,Español México,Español España,Neerlandés,Noruego,Sueco","Android 6.0,iOS 12.0",9 W,Corriente eléctrica,"2.4 GHz,5 GHz",Google Assistant,110V/220V,IEEE 802.11b/g/n/ac,,No,No,Sí,No,No,50 Hz x 60 Hz,"2.4 GHz,5 GHz",,,"7 """,,,,,,,me2,True,xd_drop_off,Flores,Capital Federal,Argentina
MLA1597677282,MLA,Parlante Google Home Mini Asistente Virtual Wifi Refabricado,284824585,MLA409415,,89990.0,89990.0,,ARS,999,buy_it_now,gold_pro,new,https://articulo.mercadolibre.com.ar/MLA-1597677282-parlante-google-home-mini-asistente-virtual-wifi-refabricado-_JM,True,none,active,MLA-SMART_SPEAKERS,,2023-12-13T16:12:34.000Z,2024-11-12T04:19:21.433Z,0.9,30 días,Factura A,Garantía de fábrica,1,7 días,HDMI,"Dolby Digital Plus,Vorbis,Dolby Atmos,Dolby Digital",Amazon,Negro,"Amazon Music,Amazon Prime Video,Apple Music,Apple TV,CBS All Access,Disney+,Hulu,iHeartRadio,IMDb TV,Netflix,Pandora,Pluto TV,Showtime,Sling TV,Spotify,Starz,Tubi,YouTube",Cortex-A53 Quad-Core,2ª generación,PowerVR GE8300,Sí,Sí,Alexa,Nuevo,Español,Negro,Amazon,Fire TV Stick 4K,Fire OS 6.2.7.7,Micro-USB,1.5 GB,8 GB,Miracast,Sí,Sí,Sí,98 mm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",No,"Inglés Australia,Inglés Canadá,Inglés India,Inglés Estados Unidos,Inglés Reino Unido,Inglés Singapur,Alemán,Francés,Danés,Hindi,Italiano,Japonés,Coreano,Español México,Español España,Neerlandés,Noruego,Sueco","Android 6.0,iOS 12.0",9 W,Corriente eléctrica,"2.4 GHz,5 GHz",Google Assistant,110V/220V,IEEE 802.11b/g/n/ac,,No,No,Sí,No,No,50 Hz x 60 Hz,"2.4 GHz,5 GHz",,,"7 """,,,,,,,me2,True,cross_docking,Paternal,Capital Federal,Argentina
MLA1597677284,MLA,Parlante Google Home Mini Google Assistant Wifi Refabricado,119914491,MLA409415,,79990.0,79990.0,,ARS,999,buy_it_now,gold_pro,new,https://articulo.mercadolibre.com.ar/MLA-1597677284-parlante-google-home-mini-google-assistant-wifi-refabricado-_JM,True,none,active,MLA-SMART_SPEAKERS,,2023-12-13T16:12:38.000Z,2024-11-12T05:34:01.914Z,0.9,30 días,Factura A,Garantía de fábrica,1,7 días,HDMI,"Dolby Digital Plus,Vorbis,Dolby Atmos,Dolby Digital",Amazon,Negro,"Amazon Music,Amazon Prime Video,Apple Music,Apple TV,CBS All Access,Disney+,Hulu,iHeartRadio,IMDb TV,Netflix,Pandora,Pluto TV,Showtime,Sling TV,Spotify,Starz,Tubi,YouTube",Cortex-A53 Quad-Core,2ª generación,PowerVR GE8300,Sí,Sí,Alexa,Nuevo,Español,Negro,Amazon,Fire TV Stick 4K,Fire OS 6.2.7.7,Micro-USB,1.5 GB,8 GB,Miracast,Sí,Sí,Sí,98 mm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",No,"Inglés Australia,Inglés Canadá,Inglés India,Inglés Estados Unidos,Inglés Reino Unido,Inglés Singapur,Alemán,Francés,Danés,Hindi,Italiano,Japonés,Coreano,Español México,Español España,Neerlandés,Noruego,Sueco","Android 6.0,iOS 12.0",9 W,Corriente eléctrica,"2.4 GHz,5 GHz",Google Assistant,110V/220V,IEEE 802.11b/g/n/ac,,No,No,Sí,No,No,50 Hz x 60 Hz,"2.4 GHz,5 GHz",,,"7 """,,,,,,,me2,True,cross_docking,Paternal,Capital Federal,Argentina
MLA1452498123,MLA,Google Home Mini Asistente Virtual Coral 110/220 Refabricado,309453406,MLA409415,,64990.0,64990.0,,ARS,1,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1452498123-google-home-mini-asistente-virtual-coral-110220-refabricado-_JM,True,none,active,MLA-SMART_SPEAKERS,,2024-09-27T16:38:08.213Z,2024-11-12T10:38:36.748Z,0.77,30 días,Factura A,Garantía de fábrica,1,7 días,HDMI,"Dolby Digital Plus,Vorbis,Dolby Atmos,Dolby Digital",Amazon,Negro,"Amazon Music,Amazon Prime Video,Apple Music,Apple TV,CBS All Access,Disney+,Hulu,iHeartRadio,IMDb TV,Netflix,Pandora,Pluto TV,Showtime,Sling TV,Spotify,Starz,Tubi,YouTube",Cortex-A53 Quad-Core,2ª generación,PowerVR GE8300,Sí,Sí,Alexa,Nuevo,Español,Negro,Amazon,Fire TV Stick 4K,Fire OS 6.2.7.7,Micro-USB,1.5 GB,8 GB,Miracast,Sí,Sí,Sí,98 mm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",No,"Inglés Australia,Inglés Canadá,Inglés India,Inglés Estados Unidos,Inglés Reino Unido,Inglés Singapur,Alemán,Francés,Danés,Hindi,Italiano,Japonés,Coreano,Español México,Español España,Neerlandés,Noruego,Sueco","Android 6.0,iOS 12.0",9 W,Corriente eléctrica,"2.4 GHz,5 GHz",Google Assistant,110V/220V,IEEE 802.11b/g/n/ac,,No,No,Sí,No,No,50 Hz x 60 Hz,"2.4 GHz,5 GHz",,,"7 """,,,,,,,me2,True,cross_docking,Paternal,Capital Federal,Argentina
MLA1597470910,MLA,Google Home Mini Con Google Assistant Negro Reacondicionado,119914491,MLA409415,,69990.0,69990.0,,ARS,999,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1597470910-google-home-mini-con-google-assistant-negro-reacondicionado-_JM,True,none,active,MLA-SMART_SPEAKERS,,2023-12-13T16:08:36.234Z,2024-11-12T03:50:58.169Z,0.8,30 días,Factura A,Garantía de fábrica,1,7 días,HDMI,"Dolby Digital Plus,Vorbis,Dolby Atmos,Dolby Digital",Amazon,Negro,"Amazon Music,Amazon Prime Video,Apple Music,Apple TV,CBS All Access,Disney+,Hulu,iHeartRadio,IMDb TV,Netflix,Pandora,Pluto TV,Showtime,Sling TV,Spotify,Starz,Tubi,YouTube",Cortex-A53 Quad-Core,2ª generación,PowerVR GE8300,Sí,Sí,Alexa,Nuevo,Español,Negro,Amazon,Fire TV Stick 4K,Fire OS 6.2.7.7,Micro-USB,1.5 GB,8 GB,Miracast,Sí,Sí,Sí,98 mm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",No,"Inglés Australia,Inglés Canadá,Inglés India,Inglés Estados Unidos,Inglés Reino Unido,Inglés Singapur,Alemán,Francés,Danés,Hindi,Italiano,Japonés,Coreano,Español México,Español España,Neerlandés,Noruego,Sueco","Android 6.0,iOS 12.0",9 W,Corriente eléctrica,"2.4 GHz,5 GHz",Google Assistant,110V/220V,IEEE 802.11b/g/n/ac,,No,No,Sí,No,No,50 Hz x 60 Hz,"2.4 GHz,5 GHz",,,"7 """,,,,,,,me2,True,cross_docking,Paternal,Capital Federal,Argentina
MLA1398832615,MLA,Google Home Mini Con Asistente Virtual Bluetooth Ref,284824585,MLA409415,,89990.0,89990.0,,ARS,999,buy_it_now,gold_pro,new,https://articulo.mercadolibre.com.ar/MLA-1398832615-google-home-mini-con-asistente-virtual-bluetooth-ref-_JM,True,none,active,MLA-SMART_SPEAKERS,,2023-12-12T20:15:46.000Z,2024-11-12T08:06:31.342Z,0.9,30 días,Factura A,Garantía de fábrica,1,7 días,HDMI,"Dolby Digital Plus,Vorbis,Dolby Atmos,Dolby Digital",Amazon,Negro,"Amazon Music,Amazon Prime Video,Apple Music,Apple TV,CBS All Access,Disney+,Hulu,iHeartRadio,IMDb TV,Netflix,Pandora,Pluto TV,Showtime,Sling TV,Spotify,Starz,Tubi,YouTube",Cortex-A53 Quad-Core,2ª generación,PowerVR GE8300,Sí,Sí,Alexa,Nuevo,Español,Negro,Amazon,Fire TV Stick 4K,Fire OS 6.2.7.7,Micro-USB,1.5 GB,8 GB,Miracast,Sí,Sí,Sí,98 mm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",No,"Inglés Australia,Inglés Canadá,Inglés India,Inglés Estados Unidos,Inglés Reino Unido,Inglés Singapur,Alemán,Francés,Danés,Hindi,Italiano,Japonés,Coreano,Español México,Español España,Neerlandés,Noruego,Sueco","Android 6.0,iOS 12.0",9 W,Corriente eléctrica,"2.4 GHz,5 GHz",Google Assistant,110V/220V,IEEE 802.11b/g/n/ac,,No,No,Sí,No,No,50 Hz x 60 Hz,"2.4 GHz,5 GHz",,,"7 """,,,,,,,me2,True,cross_docking,Paternal,Capital Federal,Argentina
MLA1452420859,MLA,Asistente Virtual Google Home Mini Coral Wi-fi Refabricado,309453406,MLA409415,,84990.0,84990.0,,ARS,1,buy_it_now,gold_pro,new,https://articulo.mercadolibre.com.ar/MLA-1452420859-asistente-virtual-google-home-mini-coral-wi-fi-refabricado-_JM,True,none,active,MLA-SMART_SPEAKERS,,2024-09-27T16:48:27.701Z,2024-11-12T10:38:33.499Z,0.9,30 días,Factura A,Garantía de fábrica,1,7 días,HDMI,"Dolby Digital Plus,Vorbis,Dolby Atmos,Dolby Digital",Amazon,Negro,"Amazon Music,Amazon Prime Video,Apple Music,Apple TV,CBS All Access,Disney+,Hulu,iHeartRadio,IMDb TV,Netflix,Pandora,Pluto TV,Showtime,Sling TV,Spotify,Starz,Tubi,YouTube",Cortex-A53 Quad-Core,2ª generación,PowerVR GE8300,Sí,Sí,Alexa,Nuevo,Español,Negro,Amazon,Fire TV Stick 4K,Fire OS 6.2.7.7,Micro-USB,1.5 GB,8 GB,Miracast,Sí,Sí,Sí,98 mm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",No,"Inglés Australia,Inglés Canadá,Inglés India,Inglés Estados Unidos,Inglés Reino Unido,Inglés Singapur,Alemán,Francés,Danés,Hindi,Italiano,Japonés,Coreano,Español México,Español España,Neerlandés,Noruego,Sueco","Android 6.0,iOS 12.0",9 W,Corriente eléctrica,"2.4 GHz,5 GHz",Google Assistant,110V/220V,IEEE 802.11b/g/n/ac,,No,No,Sí,No,No,50 Hz x 60 Hz,"2.4 GHz,5 GHz",,,"7 """,,,,,,,me2,True,cross_docking,Paternal,Capital Federal,Argentina
